flight,sector,eto_hour,eto_minute,eto_second
1349,artc,17,14,00,
1349,aorc,17,14,00,
1350,ubdx,17,06,00,
1351,tn,17,07,00,
1352,artc,17,07,00,
1352,aorc,17,07,00,
1352,uh,17,22,00,
1353,uh,17,07,00,
1353,ugw,17,27,00,
1354,ubdx,17,08,00,
1355,ugw,17,08,00,
1356,artc,17,08,00,
1356,aorc,17,08,00,
1356,uh,17,25,00,
1357,ubdx,17,08,00,
1357,scmd,17,18,00,
1357,ugw,17,46,00,
1358,uttup,17,09,00,
1359,ubdx,17,09,00,
1360,uh,17,09,00,
1361,ubdx,17,10,00,
1362,aorc,17,10,00,
1363,tn,17,11,00,
1364,ubdx,17,11,00,
1365,scmd,17,11,00,
1365,ua,17,29,00,
1365,uaus,17,29,00,
1366,ubdx,17,11,00,
1367,ugw,17,11,00,
1367,uttup,17,32,00,
1367,aorc,17,39,00,
1368,uh,17,11,00,
1368,ugw,17,35,00,
1369,uh,17,11,00,
1370,aorc,17,11,00,
1370,artc,17,19,00,
1370,uttup,17,28,00,
1371,scmd,17,12,00,
1371,ua,17,31,00,
1371,uaus,17,31,00,
1371,uh,18,01,00,
1372,ugw,17,12,00,
1372,uttup,17,34,00,
1372,aorc,17,40,00,
1373,scmd,17,12,00,
1373,uaus,17,22,00,
1374,ubdx,17,12,00,
1374,scmd,17,56,00,
1375,ua,17,13,00,
1375,uaus,17,13,00,
1375,scmd,17,30,00,
1376,ubdx,17,14,00,
1377,pv,17,14,00,
1377,ugw,17,22,00,
1377,ua,17,43,00,
1377,uaus,17,43,00,
1378,scmd,17,14,00,
1378,ugw,17,19,00,
1378,uttup,17,43,00,
1378,aorc,17,50,00,
1379,ubdx,17,14,00,
1380,pv,17,14,00,
1380,ugw,17,26,00,
1380,ua,17,50,00,
1380,uaus,17,50,00,
1381,uttup,17,14,00,
1381,artc,17,21,00,
1381,aorc,17,21,00,
1382,tn,17,14,00,
1383,artc,17,15,00,
1383,aorc,17,15,00,
1383,uttup,17,44,00,
1384,artc,17,16,00,
1384,aorc,17,16,00,
1385,uttup,17,16,00,
1386,ubdx,17,16,00,
1387,artc,17,16,00,
1387,aorc,17,16,00,
1388,ubdx,17,16,00,
1389,ubdx,17,17,00,
1390,tn,17,17,00,
1391,uttup,17,17,00,
1391,artc,17,27,00,
1391,aorc,17,27,00,
1392,tn,17,17,00,
1393,ubdx,17,18,00,
1393,scmd,17,20,00,
1393,uaus,17,37,00,
1394,ua,17,18,00,
1394,uaus,17,18,00,
1394,scmd,17,36,00,
1395,ugw,17,20,00,
1395,ubdx,17,42,00,
1396,uh,17,21,00,
1396,artc,17,34,00,
1396,aorc,17,34,00,
1397,uaus,17,21,00,
1397,scmd,17,38,00,
1398,ubdx,17,21,00,
1399,ua,17,21,00,
1399,uaus,17,21,00,
1399,ugw,17,33,00,
1399,uttup,17,43,00,
1399,aorc,17,51,00,
1400,ubdx,17,21,00,
1401,ubdx,17,22,00,
1402,tn,17,22,00,
1403,scmd,17,22,00,
1403,ua,17,39,00,
1403,uaus,17,39,00,
1403,uh,18,07,00,
1404,artc,17,22,00,
1404,aorc,17,22,00,
1405,aorc,17,22,00,
1405,artc,17,24,00,
1405,uh,17,39,00,
1406,pv,17,22,00,
1406,ubdx,17,30,00,
1407,pv,17,22,00,
1407,ugw,17,26,00,
1407,scmd,17,35,00,
1408,tn,17,22,00,
1409,uttup,17,23,00,
1410,uttup,17,23,00,
1410,artc,17,31,00,
1410,aorc,17,31,00,
1411,scmd,17,23,00,
1411,ugw,17,42,00,
1411,uttup,18,06,00,
1411,aorc,18,13,00,
1412,artc,17,23,00,
1412,aorc,17,23,00,
1412,uttup,17,28,00,
1413,scmd,17,24,00,
1413,ugw,17,42,00,
1413,uttup,18,03,00,
1413,aorc,18,09,00,
1414,uttup,17,24,00,
1414,artc,17,31,00,
1414,aorc,17,31,00,
1415,ubdx,17,25,00,
1416,ubdx,17,25,00,
1417,ubdx,17,26,00,
1418,artc,17,26,00,
1418,aorc,17,26,00,
1419,pv,17,26,00,
1419,ubdx,17,39,00,
1420,uh,17,27,00,
1420,artc,17,45,00,
1420,aorc,17,45,00,
1421,tn,17,27,00,
1422,pv,17,27,00,
1422,ugw,17,36,00,
1423,ugw,17,27,00,
1423,uttup,18,09,00,
1424,ubdx,17,28,00,
1425,tn,17,28,00,
1426,uh,17,29,00,
1426,ua,17,50,00,
1426,uaus,17,50,00,
1426,scmd,18,07,00,
1427,ugw,17,29,00,
1427,uttup,17,52,00,
1427,artc,18,02,00,
1427,aorc,18,02,00,
1428,ubdx,17,29,00,
1429,uh,17,29,00,
1429,artc,17,41,00,
1429,aorc,17,41,00,
1430,ugw,17,30,00,
1431,artc,17,30,00,
1431,aorc,17,30,00,
1431,uh,18,05,00,
1432,ubdx,17,30,00,
1432,ugw,17,57,00,
1433,uh,17,30,00,
1433,ua,17,52,00,
1433,uaus,17,52,00,
1433,scmd,18,08,00,
1434,uh,17,31,00,
1434,uaus,18,07,00,
1434,scmd,18,19,00,
1435,ua,17,31,00,
1435,uaus,17,31,00,
1435,scmd,17,49,00,
1436,scmd,17,32,00,
1437,uh,17,32,00,
1438,artc,17,32,00,
1438,aorc,17,32,00,
1438,uh,17,51,00,
1439,ubdx,17,32,00,
1440,uttup,17,33,00,
1440,ugw,17,44,00,
1440,ubdx,18,02,00,
1440,ubdxv,18,02,00,
1441,uttup,17,33,00,
1442,artc,17,33,00,
1442,aorc,17,33,00,
1443,tn,17,34,00,
1444,aorc,17,34,00,
1444,uttup,17,41,00,
1444,ugw,17,56,00,
1445,ugw,17,34,00,
1445,uttup,17,58,00,
1445,aorc,18,04,00,
1446,uttup,17,34,00,
1446,scmd,18,30,00,
1447,artc,17,34,00,
1447,aorc,17,34,00,
1448,pv,17,34,00,
1448,ubdx,17,46,00,
1449,ubdx,17,35,00,
1449,ugw,18,00,00,
1450,tn,17,36,00,
1451,ugw,17,36,00,
1451,ubdx,18,01,00,
1451,ubdxv,18,01,00,
1452,tn,17,36,00,
1453,tn,17,36,00,
1454,scmd,17,37,00,
1454,ugw,17,54,00,
1454,uttup,18,15,00,
1454,aorc,18,21,00,
1455,scmd,17,37,00,
1456,tn,17,37,00,
1457,tn,17,37,00,
1458,ubdx,17,37,00,
1459,ubdx,17,38,00,
1459,ugw,17,58,00,
1460,uh,17,39,00,
1461,uh,17,39,00,
1461,uttup,17,46,00,
1461,ugw,17,54,00,
1461,scmd,18,13,00,
1462,tn,17,40,00,
1463,scmd,17,40,00,
1463,uaus,17,53,00,
1464,ua,17,41,00,
1464,uaus,17,41,00,
1464,scmd,17,59,00,
1465,ubdx,17,41,00,
1466,tn,17,41,00,
1467,scmd,17,42,00,
1467,uaus,17,57,00,
1467,ua,18,13,00,
1467,ugw,18,23,00,
1467,uttup,18,35,00,
1467,aorc,18,42,00,
1468,tn,17,42,00,
1469,scmd,17,42,00,
1469,ua,18,00,00,
1469,uaus,18,00,00,
1470,scmd,17,42,00,
1470,ugw,18,00,00,
1470,uttup,18,22,00,
1470,aorc,18,28,00,
1471,tn,17,42,00,
1472,tn,17,42,00,
1473,scmd,17,43,00,
1474,uh,17,43,00,
1475,artc,17,44,00,
1475,aorc,17,44,00,
1476,artc,17,44,00,
1476,aorc,17,44,00,
1476,uh,18,01,00,
1477,uaus,17,44,00,
1477,scmd,17,47,00,
1478,scmd,17,45,00,
1478,uaus,17,56,00,
1479,ubdx,17,45,00,
1480,ugw,17,45,00,
1480,uttup,18,05,00,
1480,aorc,18,12,00,
1481,uttup,17,45,00,
1481,ugw,18,03,00,
1482,artc,17,46,00,
1482,aorc,17,46,00,
1483,artc,17,46,00,
1483,aorc,17,46,00,
1484,artc,17,47,00,
1484,aorc,17,47,00,
1485,tn,17,47,00,
1486,uttup,17,47,00,
1487,scmd,17,47,00,
1487,ua,18,05,00,
1487,uaus,18,05,00,
1488,scmd,17,47,00,
1488,ua,18,06,00,
1488,uaus,18,06,00,
1489,ubdx,17,47,00,
1489,tn,18,34,00,
1490,uaus,17,47,00,
1490,scmd,17,57,00,
1491,pv,17,47,00,
1491,ubdx,17,56,00,
1492,uttup,17,48,00,
1492,ugw,18,03,00,
1492,ubdx,18,20,00,
1492,ubdxv,18,20,00,
1493,ubdx,17,48,00,
1494,ubdx,17,49,00,
1495,uttup,17,49,00,
1495,aorc,17,58,00,
1496,ua,17,50,00,
1496,uaus,17,50,00,
1496,scmd,18,08,00,
1497,uttup,17,50,00,
1497,aorc,17,56,00,
1497,artc,18,02,00,
1498,uh,17,51,00,
1498,ua,18,14,00,
1498,uaus,18,14,00,
1498,scmd,18,32,00,
1499,scmd,17,51,00,
1499,ugw,18,06,00,
1499,uttup,18,24,00,
1499,aorc,18,30,00,
1499,artc,18,35,00,
1500,uh,17,51,00,
1501,scmd,17,51,00,
1502,uaus,17,51,00,
1503,ubdx,17,51,00,
1504,uh,17,52,00,
1505,uttup,17,52,00,
1505,artc,18,00,00,
1505,aorc,18,00,00,
1506,scmd,17,52,00,
1506,uaus,18,07,00,
1506,ua,18,23,00,
1506,ugw,18,33,00,
1506,uttup,18,45,00,
1506,aorc,18,53,00,
1507,scmd,17,52,00,
1508,scmd,17,52,00,
1508,uaus,18,04,00,
1509,tn,17,52,00,
1510,ua,17,52,00,
1510,uaus,17,52,00,
1510,scmd,18,10,00,
1511,pv,17,53,00,
1511,ubdx,18,05,00,
1511,ubdxv,18,05,00,
1512,uttup,17,53,00,
1512,ugw,18,08,00,
1513,uh,17,53,00,
1514,ubdx,17,53,00,
1515,artc,17,54,00,
1515,aorc,17,54,00,
1515,uh,18,12,00,
1516,ubdx,17,54,00,
1516,ugw,18,12,00,
1517,ugw,17,54,00,
1517,uttup,18,13,00,
1517,aorc,18,21,00,
1518,ubdx,17,54,00,
1518,ugw,18,23,00,
1519,uh,17,55,00,
1519,artc,18,10,00,
1519,aorc,18,10,00,
1520,uh,17,55,00,
1521,ubdx,17,56,00,
1521,ugw,18,23,00,
1522,uttup,17,56,00,
1523,tn,17,56,00,
1524,scmd,17,57,00,
1524,uaus,18,12,00,
1524,ua,18,28,00,
1524,ugw,18,38,00,
1524,uttup,18,50,00,
1524,aorc,18,58,00,
1525,tn,17,57,00,
1526,tn,17,57,00,
1527,uttup,17,57,00,
1527,aorc,17,59,00,
1528,ubdx,17,58,00,
1529,uttup,17,59,00,
1529,artc,18,06,00,
1529,aorc,18,06,00,
1530,ubdx,17,59,00,
1531,uttup,18,00,00,
1531,artc,18,09,00,
1531,aorc,18,09,00,
1532,tn,18,00,00,
1533,ua,18,01,00,
1533,uaus,18,01,00,
1534,uh,18,01,00,
1535,ugw,18,01,00,
1535,uttup,18,13,00,
1535,pv,18,24,00,
1535,ubdxv,18,24,00,
1536,ubdx,18,01,00,
1536,ubdxv,18,01,00,
1537,pv,18,02,00,
1537,ubdxv,18,02,00,
1537,ubdx,18,11,00,
1538,pv,18,02,00,
1538,ubdxv,18,02,00,
1538,ubdx,18,26,00,
1539,tn,18,02,00,
1540,ua,18,02,00,
1540,uaus,18,02,00,
1540,scmd,18,21,00,
1541,ugw,18,02,00,
1541,ubdx,18,26,00,
1541,ubdxv,18,26,00,
1542,tn,18,03,00,
1543,uaus,18,03,00,
1543,scmd,18,18,00,
1544,uh,18,03,00,
1545,ua,18,04,00,
1545,uaus,18,04,00,
1546,ubdx,18,05,00,
1546,ubdxv,18,05,00,
1547,ubdx,18,05,00,
1547,ubdxv,18,05,00,
1548,uh,18,05,00,
1549,uh,18,05,00,
1550,artc,18,06,00,
1550,aorc,18,06,00,
1551,pv,18,06,00,
1551,ubdxv,18,06,00,
1551,ubdx,18,18,00,
1552,ugw,18,06,00,
1552,uttup,18,27,00,
1552,aorc,18,34,00,
1553,scmd,18,06,00,
1553,ugw,18,21,00,
1553,uttup,18,42,00,
1553,aorc,18,48,00,
1554,ubdx,18,06,00,
1554,ubdxv,18,06,00,
1555,artc,18,07,00,
1555,aorc,18,07,00,
1555,uh,18,22,00,
1556,ubdx,18,07,00,
1556,ubdxv,18,07,00,
1556,scmd,18,20,00,
1556,ugw,18,29,00,
1556,ua,18,34,00,
1556,uaus,18,34,00,
1557,ubdx,18,07,00,
1557,ubdxv,18,07,00,
1558,pv,18,07,00,
1558,ubdxv,18,07,00,
1558,ugw,18,16,00,
1559,tn,18,07,00,
1560,pv,18,07,00,
1560,ubdxv,18,07,00,
1560,ugw,18,23,00,
1561,ubdx,18,08,00,
1561,ubdxv,18,08,00,
1561,ugw,18,38,00,
1562,uaus,18,08,00,
1562,scmd,18,25,00,
1563,ubdx,18,08,00,
1563,ubdxv,18,08,00,
1563,ugw,18,28,00,
1564,pv,18,08,00,
1564,ubdxv,18,08,00,
1564,ubdx,18,25,00,
1565,ubdx,18,09,00,
1565,ubdxv,18,09,00,
1566,ubdx,18,09,00,
1566,ubdxv,18,09,00,
1566,ugw,18,34,00,
1566,uttup,18,59,00,
1566,artc,19,14,00,
1566,aorc,19,14,00,
1567,artc,18,09,00,
1567,aorc,18,09,00,
1568,pv,18,10,00,
1568,ubdxv,18,10,00,
1568,ubdx,18,20,00,
1569,uttup,18,11,00,
1569,ugw,18,29,00,
1570,ubdx,18,11,00,
1570,ubdxv,18,11,00,
1571,tn,18,12,00,
1572,tn,18,12,00,
1573,aorc,18,12,00,
1573,artc,18,15,00,
1573,uh,18,28,00,
1574,ugw,18,12,00,
1575,artc,18,12,00,
1575,aorc,18,12,00,
1575,uh,18,26,00,
1576,ua,18,13,00,
1576,uaus,18,13,00,
1576,ugw,18,24,00,
1576,uttup,18,35,00,
1576,aorc,18,43,00,
1577,scmd,18,13,00,
1577,uaus,18,33,00,
1578,ugw,18,13,00,
1578,uttup,18,18,00,
1578,aorc,18,27,00,
1579,uh,18,14,00,
1579,ugw,18,33,00,
1580,pv,18,14,00,
1580,ubdxv,18,14,00,
1580,ugw,18,22,00,
1580,uaus,18,43,00,
1581,artc,18,14,00,
1581,aorc,18,14,00,
1581,uttup,18,21,00,
1581,ugw,18,29,00,
1581,scmd,18,51,00,
1582,pv,18,15,00,
1582,ubdxv,18,15,00,
1583,artc,18,15,00,
1583,aorc,18,15,00,
1584,pv,18,15,00,
1584,ubdxv,18,15,00,
1584,ubdx,18,27,00,
1585,tn,18,16,00,
1586,artc,18,16,00,
1586,aorc,18,16,00,
1587,uaus,18,16,00,
1587,uh,19,06,00,
1588,aorc,18,17,00,
1588,uttup,18,24,00,
1589,ugw,18,17,00,
1589,pv,18,45,00,
1589,ubdxv,18,45,00,
1589,ubdx,18,52,00,
1590,uh,18,17,00,
1590,artc,18,36,00,
1590,aorc,18,36,00,
1591,scmd,18,17,00,
1591,ugw,18,31,00,
1591,ua,18,36,00,
1591,uaus,18,36,00,
1591,uh,18,59,00,
1592,ugw,18,18,00,
1593,ua,18,18,00,
1593,uaus,18,18,00,
1593,scmd,18,36,00,
1594,ubdx,18,18,00,
1594,ubdxv,18,18,00,
1594,ugw,18,48,00,
1595,artc,18,18,00,
1595,aorc,18,18,00,
1596,ubdx,18,18,00,
1596,ubdxv,18,18,00,
1597,scmd,18,18,00,
1598,pv,18,19,00,
1598,ubdxv,18,19,00,
1598,ugw,18,27,00,
1598,scmd,18,53,00,
1599,pv,18,19,00,
1599,ubdxv,18,19,00,
1599,ubdx,18,32,00,
1600,ua,18,19,00,
1600,uaus,18,19,00,
1600,ugw,18,31,00,
1600,uttup,18,43,00,
1600,aorc,18,51,00,
1601,uaus,18,19,00,
1601,scmd,18,29,00,
1602,ua,18,19,00,
1602,uaus,18,19,00,
1602,ugw,18,40,00,
1602,uttup,19,12,00,
1602,uh,19,19,00,
1603,pv,18,19,00,
1603,ubdxv,18,19,00,
1603,ubdx,18,27,00,
1604,tn,18,20,00,
1605,ubdx,18,20,00,
1605,ubdxv,18,20,00,
1606,pv,18,20,00,
1606,ubdxv,18,20,00,
1606,ubdx,18,31,00,
1607,uttup,18,21,00,
1608,uh,18,21,00,
1608,artc,18,46,00,
1608,aorc,18,46,00,
1609,ugw,18,21,00,
1609,scmd,18,46,00,
1610,pv,18,22,00,
1610,ubdxv,18,22,00,
1610,ugw,18,38,00,
1610,uaus,18,59,00,
1610,smds,19,08,00,
1610,scmd,19,22,00,
1611,ubdx,18,22,00,
1611,ubdxv,18,22,00,
1611,pv,20,13,00,
1612,pv,18,22,00,
1612,ubdxv,18,22,00,
1612,ubdx,18,35,00,
1613,tn,18,23,00,
1614,tn,18,23,00,
1615,scmd,18,23,00,
1615,ugw,18,39,00,
1615,uttup,18,59,00,
1615,aorc,19,05,00,
1616,ubdx,18,23,00,
1616,ubdxv,18,23,00,
1617,artc,18,23,00,
1617,aorc,18,23,00,
1618,ua,18,24,00,
1618,uaus,18,24,00,
1619,uttup,18,24,00,
1620,ubdx,18,24,00,
1620,ubdxv,18,24,00,
1620,ugw,18,32,00,
1621,ugw,18,24,00,
1621,uttup,18,27,00,
1621,aorc,18,35,00,
1622,uttup,18,24,00,
1622,artc,18,31,00,
1622,aorc,18,31,00,
1623,pv,18,25,00,
1623,ubdxv,18,25,00,
1623,ugw,18,34,00,
1623,uaus,18,55,00,
1623,smds,19,05,00,
1623,scmd,19,18,00,
1624,scmd,18,25,00,
1624,uaus,18,47,00,
1624,ubdx,19,55,00,
1624,ubdxv,19,55,00,
1625,pv,18,26,00,
1625,ubdxv,18,26,00,
1625,ugw,18,35,00,
1626,ugw,18,26,00,
1626,ubdx,18,53,00,
1626,ubdxv,18,53,00,
1627,scmd,18,26,00,
1627,uaus,18,44,00,
1628,uh,18,26,00,
1628,ugw,19,06,00,
1628,ugwa,19,06,00,
1629,scmd,18,27,00,
1629,uaus,18,46,00,
1629,uh,19,16,00,
1630,ugw,18,27,00,
1630,ubdx,19,12,00,
1630,ubdxv,19,12,00,
1631,pv,18,27,00,
1631,ubdxv,18,27,00,
1631,ugw,18,39,00,
1631,scmd,18,57,00,
1632,tn,18,27,00,
1633,tn,18,27,00,
1634,scmd,18,27,00,
1634,ubdx,18,54,00,
1634,ubdxv,18,54,00,
1635,scmd,18,28,00,
1635,uaus,18,31,00,
1635,ugw,18,53,00,
1635,uttup,19,03,00,
1635,aorc,19,10,00,
1636,scmd,18,28,00,
1637,tn,18,28,00,
1638,pv,18,29,00,
1638,ubdxv,18,29,00,
1638,ugw,18,38,00,
1638,ugwa,19,00,00,
1638,uaus,19,00,00,
1638,smds,19,10,00,
1638,scmd,19,25,00,
1639,artc,18,29,00,
1639,aorc,18,29,00,
1639,uh,18,47,00,
1640,ugw,18,29,00,
1640,ubdx,18,44,00,
1640,ubdxv,18,44,00,
1641,ubdx,18,30,00,
1641,ubdxv,18,30,00,
1642,scmd,18,30,00,
1642,uaus,18,43,00,
1643,ugw,18,31,00,
1643,ubdx,18,54,00,
1643,ubdxv,18,54,00,
1644,ugw,18,31,00,
1644,ubdx,18,49,00,
1644,ubdxv,18,49,00,
1645,ubdx,18,32,00,
1645,ubdxv,18,32,00,
1646,artc,18,32,00,
1646,aorc,18,32,00,
1646,uh,18,46,00,
1647,ubdx,18,32,00,
1647,ubdxv,18,32,00,
1648,scmd,18,32,00,
1648,uaus,18,50,00,
1649,tn,18,32,00,
1650,uttup,18,33,00,
1651,scmd,18,33,00,
1651,uaus,18,44,00,
1652,tn,18,33,00,
1653,pv,18,33,00,
1653,ubdxv,18,33,00,
1653,ugw,18,48,00,
1654,tn,18,33,00,
1655,uttup,18,34,00,
1656,ugw,18,34,00,
1656,ubdx,19,01,00,
1656,ubdxv,19,01,00,
1657,aorc,18,35,00,
1657,artc,18,39,00,
1657,uh,18,55,00,
1658,uttup,18,35,00,
1659,ua,18,36,00,
1659,uaus,18,36,00,
1659,scmd,18,53,00,
1660,scmd,18,36,00,
1660,ugw,18,51,00,
1660,uttup,19,12,00,
1660,aorc,19,18,00,
1661,pv,18,36,00,
1661,ubdxv,18,36,00,
1661,ubdx,18,47,00,
1662,ubdx,18,37,00,
1662,ubdxv,18,37,00,
1663,tn,18,38,00,
1664,scmd,18,38,00,
1664,uaus,18,53,00,
1665,pv,18,38,00,
1665,ubdxv,18,38,00,
1665,ubdx,18,50,00,
1666,tn,18,39,00,
1667,ua,18,39,00,
1667,uaus,18,39,00,
1667,ugw,18,52,00,
1667,uttup,19,02,00,
1667,artc,19,12,00,
1667,aorc,19,12,00,
1668,uh,18,39,00,
1669,uttup,18,39,00,
1670,uh,18,40,00,
1670,artc,19,01,00,
1670,aorc,19,01,00,
1671,tn,18,40,00,
1672,uh,18,41,00,
1672,ugw,19,04,00,
1672,ugwa,19,04,00,
1673,pv,18,41,00,
1673,ubdxv,18,41,00,
1673,ugw,18,55,00,
1673,ugwa,19,17,00,
1673,uaus,19,17,00,
1673,smds,19,25,00,
1674,artc,18,41,00,
1674,aorc,18,41,00,
1675,uttup,18,42,00,
1675,artc,18,52,00,
1675,aorc,18,52,00,
1676,ubdx,18,42,00,
1676,ubdxv,18,42,00,
1677,scmd,18,42,00,
1677,uaus,18,59,00,
1678,scmd,18,42,00,
1678,ugwa,19,00,00,
1678,uaus,19,00,00,
1679,ubdx,18,42,00,
1679,ubdxv,18,42,00,
1680,pv,18,43,00,
1680,ubdxv,18,43,00,
1680,ugw,18,59,00,
1680,ugwa,19,21,00,
1680,uaus,19,21,00,
1680,smds,19,31,00,
1680,scmd,19,44,00,
1681,ubdx,18,43,00,
1681,ubdxv,18,43,00,
1682,ubdx,18,44,00,
1682,ubdxv,18,44,00,
1683,ubdx,18,44,00,
1683,ubdxv,18,44,00,
1684,uttup,18,45,00,
1685,ubdx,18,45,00,
1685,ubdxv,18,45,00,
1686,artc,18,45,00,
1686,aorc,18,45,00,
1687,ubdx,18,46,00,
1687,ubdxv,18,46,00,
1687,scmd,18,57,00,
1688,uttup,18,46,00,
1688,artc,18,55,00,
1688,aorc,18,55,00,
1689,uttup,18,47,00,
1689,ugw,19,03,00,
1689,ugwa,19,03,00,
1690,tn,18,47,00,
1691,tn,18,47,00,
1692,tn,18,47,00,
1693,pv,18,47,00,
1693,ubdxv,18,47,00,
1693,ubdx,18,55,00,
1694,artc,18,47,00,
1694,aorc,18,47,00,
1695,artc,18,47,00,
1695,aorc,18,47,00,
1695,uh,19,07,00,
1696,tn,18,48,00,
1697,ubdx,18,48,00,
1697,ubdxv,18,48,00,
1698,scmd,18,48,00,
1698,uaus,19,03,00,
1698,smds,19,03,00,
1699,uttup,18,49,00,
1700,ubdx,18,49,00,
1700,ubdxv,18,49,00,
1700,ugw,19,12,00,
1700,ugwa,19,12,00,
1700,uh,19,43,00,
1701,ubdx,18,49,00,
1701,ubdxv,18,49,00,
1702,ubdx,18,49,00,
1702,ubdxv,18,49,00,
1703,tn,18,50,00,
1704,artc,18,50,00,
1704,aorc,18,50,00,
1705,uaus,18,50,00,
1705,scmd,19,10,00,
1705,smds,19,10,00,
1706,ubdx,18,50,00,
1706,ubdxv,18,50,00,
1707,ubdx,18,50,00,
1707,ubdxv,18,50,00,
1708,uh,18,50,00,
1709,ubdx,18,51,00,
1709,ubdxv,18,51,00,
1710,ugw,18,51,00,
1711,scmd,18,51,00,
1711,ugwa,19,07,00,
1711,uaus,19,07,00,
1712,pv,18,52,00,
1712,ubdxv,18,52,00,
1712,ubdx,19,10,00,
1713,tn,18,52,00,
1714,pv,18,52,00,
1714,ubdxv,18,52,00,
1714,ugw,19,04,00,
1714,ugwa,19,04,00,
1714,uaus,19,25,00,
1714,smds,19,33,00,
1715,scmd,18,52,00,
1715,uaus,19,07,00,
1715,smds,19,07,00,
1715,ugwa,19,23,00,
1715,ugw,19,33,00,
1715,uttup,19,45,00,
1715,aorc,19,53,00,
1716,ubdx,18,52,00,
1716,ubdxv,18,52,00,
1717,aorc,18,52,00,
1717,artc,18,55,00,
1717,uh,19,08,00,
1718,ugw,18,52,00,
1719,artc,18,52,00,
1719,aorc,18,52,00,
1720,uttup,18,53,00,
1720,ugw,19,06,00,
1720,ugwa,19,06,00,
1721,artc,18,53,00,
1721,aorc,18,53,00,
1722,ubdx,18,53,00,
1722,ubdxv,18,53,00,
1722,ugw,19,06,00,
1722,ugwa,19,06,00,
1722,uaus,19,20,00,
1722,smds,19,29,00,
1722,scmd,19,41,00,
1723,uttup,18,54,00,
1723,artc,19,18,00,
1723,aorc,19,18,00,
1724,uaus,18,55,00,
1724,ugw,19,07,00,
1724,ugwa,19,07,00,
1724,scmd,19,17,00,
1724,smds,19,17,00,
1724,ubdx,19,27,00,
1724,ubdxv,19,27,00,
1725,uh,18,55,00,
1725,artc,19,13,00,
1725,aorc,19,13,00,
1726,ubdx,18,56,00,
1726,ubdxv,18,56,00,
1727,uh,18,56,00,
1728,uttup,18,56,00,
1728,ugw,19,07,00,
1728,ugwa,19,07,00,
1728,scmd,19,27,00,
1728,smds,19,27,00,
1729,uh,18,57,00,
1729,artc,19,15,00,
1729,aorc,19,15,00,
1730,tn,18,57,00,
1731,tn,18,57,00,
1732,pv,18,57,00,
1732,ubdxv,18,57,00,
1732,ugw,19,09,00,
1732,ugwa,19,09,00,
1732,scmd,19,27,00,
1732,smds,19,27,00,
1733,uh,18,57,00,
1734,ubdx,18,57,00,
1734,ubdxv,18,57,00,
1735,ubdx,18,58,00,
1735,ubdxv,18,58,00,
1736,ugw,18,58,00,
1736,ubdx,19,25,00,
1736,ubdxv,19,25,00,
1737,ugw,18,59,00,
1737,ubdx,19,09,00,
1737,ubdxv,19,09,00,
1738,ubdx,18,59,00,
1738,ubdxv,18,59,00,
1739,artc,18,59,00,
1739,aorc,18,59,00,
1740,ubdx,18,59,00,
1740,ubdxv,18,59,00,
1741,scmd,18,59,00,
1742,uaus,18,59,00,
1742,ugw,19,12,00,
1742,ugwa,19,12,00,
1742,uttup,19,25,00,
1742,aorc,19,34,00,
1743,artc,18,59,00,
1743,aorc,18,59,00,
1743,uttup,19,05,00,
1743,pv,19,08,00,
1743,ubdxv,19,08,00,
1743,ubdx,19,18,00,
1744,ugw,18,59,00,
1744,ubdx,19,16,00,
1744,ubdxv,19,16,00,
1745,tn,19,00,00,
1746,ubdx,19,01,00,
1746,ubdxv,19,01,00,
1747,ubdx,19,01,00,
1747,ubdxv,19,01,00,
1747,ugw,19,25,00,
1747,ugwa,19,25,00,
1748,ugw,19,01,00,
1748,ugwa,19,01,00,
1748,ubdx,19,25,00,
1748,ubdxv,19,25,00,
1749,tn,19,01,00,
1750,scmd,19,02,00,
1750,smds,19,02,00,
1750,ugwa,19,19,00,
1750,uaus,19,19,00,
1750,uh,19,47,00,
1751,artc,19,02,00,
1751,aorc,19,02,00,
1751,uh,19,23,00,
1752,ubdx,19,02,00,
1752,ubdxv,19,02,00,
1753,uh,19,03,00,
1753,ugwa,19,27,00,
1753,uaus,19,27,00,
1753,scmd,19,45,00,
1753,smds,19,45,00,
1754,scmd,19,03,00,
1754,smds,19,03,00,
1754,uaus,19,05,00,
1754,ugwa,19,20,00,
1754,ugw,19,29,00,
1754,uttup,19,39,00,
1754,aorc,19,46,00,
1755,pv,19,04,00,
1755,ubdxv,19,04,00,
1755,ugw,19,19,00,
1755,ugwa,19,19,00,
1756,ubdx,19,04,00,
1756,ubdxv,19,04,00,
1757,pv,19,04,00,
1757,ubdxv,19,04,00,
1757,ugw,19,13,00,
1757,ugwa,19,13,00,
1757,uaus,19,36,00,
1757,smds,19,43,00,
1758,uttup,19,05,00,
1758,artc,19,14,00,
1758,aorc,19,14,00,
1759,pv,19,05,00,
1759,ubdxv,19,05,00,
1759,ugw,19,15,00,
1759,ugwa,19,15,00,
1760,artc,19,06,00,
1760,aorc,19,06,00,
1761,artc,19,06,00,
1761,aorc,19,06,00,
1762,ugw,19,06,00,
1762,ugwa,19,06,00,
1762,ubdx,19,33,00,
1762,ubdxv,19,33,00,
1763,scmd,19,06,00,
